trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
9459	1969	5	0	3	1	6	1	1.0	1	2012	7	21	6	5.0	27	0	0	0	11623	2.68	0.767777778	0.166111111	0.3833333329999999	0.1191666669999999	0.123611111	1	0.4377777779999999	4.3	1.56	0.0	0.250635
9466	1970	3	1	3	3	2	5	0.0	1	2012	7	21	6	13.0	8	1	0	1	3233	0.7494444440000001	0.2819444439999999	0.109166667	0.0	0.2666666669999999	0.0	0	0.205555556	0.0	0.47	0.0	0.185135
9467	1971	0	1	3	5	2	1	1.0	1	2012	7	21	6	9.0	33	1	1	1	1593	0.4158333329999999	0.1155555559999999	0.1222222219999999	0.0	0.1	0.0	0	0.076666667	1.5	0.23	0.0	0.1413039999999999
9469	1972	0	0	3	3	6	5	0.0	1	2012	7	21	6	10.0	72	1	0	0	3573	0.940555556	0.361388889	0.140555556	0.0	0.194444444	0.0	0	0.236388889	0.0	0.62	0.0	0.168038
9499	1984	1	0	4	3	1	1	1.0	1	2012	7	22	7	17.0	25	1	0	1	5826	1.431111111	0.4769444439999999	0.058888889	0.0	0.4538888889999999	0.1694444439999999	2	0.297222222	4.5	1.11	0.0	0.199065
9509	1986	1	1	1	5	1	3	0.0	1	2012	7	22	7	13.0	12	0	0	2	712	0.172777778	0.0580555559999999	0.111111111	0.0	0.016666667	0.0	0	0.086388889	0.0	0.18	0.0	0.205788
9518	1987	4	1	1	3	1	5	0.0	1	2012	7	22	7	21.0	6	1	0	2	1451	0.3544444439999999	0.110555556	0.200555556	0.0	0.1225	0.0	0	0.111111111	0.0	0.31	0.0	0.0775
9529	1989	3	1	1	3	2	3	0.0	1	2012	7	22	7	12.25	11	0	0	2	478	0.364444444	0.116388889	0.256666667	0.0	0.036666667	0.0	0	0.2347222219999999	0.0	0.72	0.0	0.248521
9530	1989	3	3	4	5	2	3	0.0	1	2012	7	22	7	15.0	11	0	0	2	2174	0.586111111	0.189444444	0.285833333	0.0	0.066666667	0.0	0	0.1891666669999999	0.0	0.42	0.0	0.190896
9540	1992	0	0	4	3	1	1	1.0	1	2012	7	22	7	10.5	37	1	1	1	3874	0.8986111109999999	0.2491666669999999	0.253055556	0.1	0.0	0.0	0	0.1844444439999999	1.9	0.75	0.0	0.201807
9553	1995	0	7	4	3	2	5	0.0	1	2012	7	22	7	19.0	68	0	1	1	1681	0.483333333	0.1725	0.115833333	0.0	0.121388889	0.0	0	0.109722222	0.0	0.31	0.0	0.172152
9557	1995	1	3	1	5	2	1	1.0	1	2012	7	22	7	11.5	54	1	1	1	934	0.2347222219999999	0.066111111	0.014722222	0.0	0.07	0.0	0	0.05	1.5	0.13	0.0	0.216667
9566	1995	3	2	1	3	2	3	0.0	1	2012	7	22	7	10.33333333	15	1	0	1	516	0.1325	0.053888889	0.075555556	0.0	0.023611111	0.0	0	0.0388888889999999	0.0	0.08	0.0	0.1142859999999999
9586	1999	1	0	4	3	1	1	1.0	1	2012	7	22	7	9.75	42	0	1	1	1385	0.3383333329999999	0.1041666669999999	0.3025	0.0	0.026666667	0.0	0	0.130833333	1.5	0.42	0.0	0.138004
9589	1999	1	3	4	3	1	1	1.0	1	2012	7	22	7	16.0	42	0	1	1	2854	0.7958333329999999	0.283888889	0.345277778	0.0	0.25	0.063611111	1	0.1988888889999999	3.0	0.62	0.0	0.1201119999999999
9600	2000	0	1	1	3	1	1	1.0	1	2012	7	22	7	11.5	30	1	1	1	996	0.226666667	0.076388889	0.079166667	0.033333333	0.0	0.0	0	0.1216666669999999	1.5	0.28	0.0	0.171233
9603	2000	1	0	1	3	1	1	1.0	1	2012	7	22	7	11.0	30	0	1	1	996	0.2463888889999999	0.096111111	0.078611111	0.0	0.099444444	0.0	0	0.1166666669999999	1.5	0.26	0.0	0.180952
9606	2000	1	3	4	3	1	1	1.0	1	2012	7	22	7	15.25	30	0	1	1	1575	0.455	0.1694444439999999	0.084444444	0.0	0.225	0.0	0	0.173888889	1.5	0.44	0.0	0.167732
9610	2001	1	1	4	3	1	5	0.0	1	2012	7	22	7	10.16666667	76	0	1	1	825	0.2325	0.0875	0.1625	0.0	0.028333333	0.0	0	0.075277778	0.0	0.2	0.0	0.206642
9624	2005	0	4	1	3	2	1	1.0	1	2012	7	23	1	13.16666667	48	1	1	2	740	0.203333333	0.08	0.094722222	0.0	0.032777778	0.0	0	0.051388889	1.5	0.15	0.0	0.027027
9627	2005	0	7	4	3	2	1	1.0	1	2012	7	23	1	16.5	48	1	1	2	3229	0.814722222	0.275833333	0.120277778	0.0	0.217777778	0.0	0	0.190277778	1.5	0.47	0.0	0.216058
9635	2006	0	1	3	3	6	5	0.0	1	2012	7	23	1	13.0	88	0	0	0	3724	0.8311111109999999	0.300833333	0.136944444	0.0	0.228055556	0.0	0	0.290277778	0.0	0.72	0.0	0.333971
9640	2008	0	0	4	4	2	1	1.0	1	2012	7	23	1	7.0	58	0	1	2	27474	5.953611111	2.11	0.211666667	0.9	0.056388889	0.3	2	1.387222222	11.7	4.2	10.5	0.679415
9662	2015	1	0	4	3	2	1	1.0	1	2012	7	24	2	6.0	33	0	1	2	6163	1.974444444	0.624166667	0.131666667	0.233333333	0.2166666669999999	0.166666667	1	0.2488888889999999	4.4	1.1	0.0	0.0412945999999999
9684	2020	0	0	1	3	1	5	0.0	1	2012	7	24	2	17.0	61	1	1	1	1906	0.4633333329999999	0.140833333	0.156388889	0.0	0.133333333	0.0	0	0.149444444	0.0	0.38	0.0	0.334572
9687	2020	1	1	4	1	1	5	0.0	1	2012	7	24	2	13.0	62	0	1	1	4057	1.5	0.3913888889999999	0.178611111	0.1	0.0	0.0	0	0.291666667	0.0	0.98	0.0	0.40381
9707	2025	0	4	1	3	1	1	1.0	1	2012	7	24	2	16.0	25	1	1	1	907	0.231111111	0.0705555559999999	0.075277778	0.0	0.06	0.0	0	0.0633333329999999	1.5	0.16	0.0	0.27193
9708	2025	1	0	1	3	1	1	1.0	1	2012	7	24	2	13.25	30	1	0	1	907	0.236388889	0.076111111	0.063055556	0.0	0.065833333	0.0	0	0.051944444	1.5	0.15	0.0	0.112299
9727	2028	2	1	3	1	1	5	0.0	1	2012	7	24	2	17.5	29	1	1	1	14931	3.387222222	1.083333333	0.260833333	0.483333333	0.0	0.083333333	1	1.158333333	0.0	3.43	10.5	0.594005
9731	2029	1	1	4	5	2	1	1.0	1	2012	7	24	2	15.0	45	0	1	2	12263	2.736944444	0.8552777779999999	0.199722222	0.416666667	0.078888889	0.2666666669999999	2	0.491111111	5.29	1.86	0.0	0.418552
9732	2029	2	0	2	3	2	3	0.0	1	2012	7	24	2	10.0	11	1	0	2	837	0.199444444	0.053333333	0.067222222	0.0	0.033333333	0.0	0	0.031944444	0.0	0.1	0.0	0.00869565
9739	2030	2	0	3	4	6	1	1.0	1	2012	7	24	2	7.0	55	0	0	0	2479	0.5925	0.161111111	0.154722222	0.0	0.1575	0.0	0	0.220277778	1.5	0.58	0.0	0.264817
9794	2043	0	1	3	3	6	5	0.0	1	2012	7	25	3	15.0	77	1	0	0	13921	3.330833333	1.101111111	0.405555556	0.2666666669999999	0.0	0.0	0	0.8694444440000001	0.0	2.34	10.5	0.492971
9843	2054	2	0	3	3	6	2	0.0	1	2012	7	25	3	14.0	16	1	0	0	6754	1.624722222	0.462777778	0.332222222	0.2166666669999999	0.1016666669999999	0.158333333	1	0.561388889	0.75	1.28	0.0	0.373083
9870	2060	0	1	3	1	6	1	1.0	1	2012	7	25	3	17.0	50	0	0	0	7721	1.869444444	0.635	0.225277778	0.433333333	0.0	0.0	0	0.590555556	3.3	1.45	10.5	0.638758
9872	2060	1	1	3	1	6	1	1.0	1	2012	7	25	3	17.0	50	0	0	0	7721	1.869444444	0.635	0.225277778	0.433333333	0.0	0.0	0	0.590555556	3.3	1.45	10.5	0.638758
9883	2062	1	1	1	3	2	1	1.0	1	2012	7	26	4	16.5	37	0	1	1	881	0.228611111	0.071666667	0.088888889	0.0	0.056666667	0.0	0	0.075277778	1.5	0.16	0.0	0.110701
9889	2062	4	2	1	2	2	3	0.0	1	2012	7	26	4	15.5	12	1	0	1	402	0.103333333	0.034166667	0.052777778	0.0	0.0536111109999999	0.0	0	0.037777778	0.0	0.07	0.0	0.117647
9916	2069	1	0	3	1	1	1	1.0	1	2012	7	26	4	7.5	26	1	1	1	3782	0.892222222	0.273333333	0.079722222	0.0	0.3569444439999999	0.0	0	0.2166666669999999	1.5	0.68	0.0	0.387179
9940	2075	0	4	1	3	1	1	1.0	1	2012	7	26	4	14.83333333	38	1	0	1	1998	0.457222222	0.143333333	0.116111111	0.0	0.1913888889999999	0.0	0	0.196111111	1.5	0.47	0.0	0.338527
9985	2086	0	2	4	3	1	1	1.0	1	2012	7	27	5	12.5	51	1	1	2	1331	0.484722222	0.1913888889999999	0.106111111	0.0	0.1166666669999999	0.0	0	0.109722222	1.5	0.35	0.0	0.1164559999999999
9998	2088	0	5	3	3	2	1	1.0	1	2012	7	27	5	18.5	42	0	1	1	2472	0.5408333329999999	0.197222222	0.100833333	0.0	0.186111111	0.0	0	0.205555556	1.5	0.39	0.0	0.636486
10010	2090	0	2	2	3	1	4	1.0	1	2012	7	27	5	19.0	21	0	1	2	1249	0.3544444439999999	0.1180555559999999	0.175555556	0.0	0.1197222219999999	0.0	0	0.145	1.5	0.33	0.0	0.408046
10029	2092	3	0	4	3	1	5	0.0	1	2012	7	27	5	19.0	18	1	0	1	2419	0.760833333	0.209166667	0.2775	0.066666667	0.0	0.0	0	0.162222222	0.0	0.55	0.0	0.0684932
10070	2101	0	0	3	4	6	1	1.0	1	2012	7	27	5	22.33333333	26	0	0	0	7728	1.889444444	0.668888889	0.088333333	0.333333333	0.0	0.083333333	1	0.4758333329999999	2.8	1.29	0.0	0.518389
10071	2102	0	3	3	5	1	1	1.0	1	2012	7	27	5	16.75	48	0	1	1	17314	4.056388889	1.178333333	0.065833333	0.5	0.2166666669999999	0.283333333	3	0.994722222	6.2	2.86	10.5	0.631109
10102	2105	2	3	3	1	1	4	0.0	1	2012	7	27	5	17.5	18	1	0	1	7289	1.860833333	0.7222222220000001	0.220555556	0.45	0.0	0.166666667	1	0.451944444	2.6	1.63	0.0	0.328211
10103	2105	3	1	1	5	1	3	0.0	1	2012	7	27	5	11.83333333	13	0	0	1	1172	0.306111111	0.1036111109999999	0.131111111	0.0	0.1075	0.0	0	0.084444444	0.0	0.23	0.0	0.0131579
10107	2107	0	0	4	3	1	1	1.0	1	2012	7	27	5	12.0	39	1	1	1	2574	0.687222222	0.2188888889999999	0.161111111	0.0	0.35	0.0	0	0.219444444	1.5	0.54	0.0	0.25443
10108	2107	0	1	4	3	1	1	1.0	1	2012	7	27	5	14.0	39	1	1	1	2574	0.698611111	0.213055556	0.281388889	0.0	0.166666667	0.0	0	0.208611111	1.5	0.54	0.0	0.280959
10120	2109	1	0	1	3	6	5	0.0	1	2012	7	28	6	17.0	8	0	0	0	587	0.180555556	0.080277778	0.116388889	0.0	0.025555556	0.0	0	0.0841666669999999	0.0	0.16	0.0	0.188119
10142	2114	2	4	3	3	1	2	0.0	1	2012	7	28	6	17.0	17	0	0	1	13485	3.314166667	1.085277778	0.351111111	0.55	0.0	0.1166666669999999	1	0.933333333	1.4	2.63	10.5	0.55
10150	2116	0	2	1	3	6	1	1.0	1	2012	7	28	6	16.33333333	39	1	1	0	303	0.067777778	0.015833333	0.03	0.0	0.016666667	0.0	0	0.0233333329999999	1.5	0.05	0.0	0.3095239999999999
10152	2117	0	3	4	3	1	1	1.0	1	2012	7	28	6	1.5	34	1	1	2	2675	0.743055556	0.254166667	0.112222222	0.0	0.2344444439999999	0.0975	1	0.176666667	3.0	0.55	0.0	0.204403
10174	2122	0	0	1	3	6	1	1.0	1	2012	7	28	6	11.0	46	1	0	0	1116	0.2638888889999999	0.0875	0.048611111	0.0	0.111111111	0.0	0	0.0897222219999999	1.5	0.2	0.0	0.19195
10193	2126	1	2	4	5	2	4	1.0	1	2012	7	28	6	9.883333333	42	0	1	1	700	0.165277778	0.073333333	0.074166667	0.0	0.033333333	0.0	0	0.067222222	1.5	0.11	0.0	0.132231
10208	2126	4	2	4	3	2	5	0.0	1	2012	7	28	6	14.75	9	0	0	1	1967	0.455	0.168055556	0.055277778	0.0	0.185	0.0	0	0.116944444	0.0	0.27	0.0	0.19715
10212	2126	5	1	4	2	2	5	0.0	1	2012	7	28	6	10.33333333	8	1	0	1	792	0.2369444439999999	0.113333333	0.062222222	0.0	0.061944444	0.0	0	0.063611111	0.0	0.14	0.0	0.248908
10218	2127	0	2	3	3	1	5	0.0	1	2012	7	28	6	15.5	68	1	1	2	1080	0.308055556	0.1036111109999999	0.146388889	0.0	0.113611111	0.0	0	0.116944444	0.0	0.33	0.0	0.2042759999999999
10227	2128	0	3	3	4	1	1	1.0	1	2012	7	28	6	0.0	28	1	1	2	17298	4.117222222	1.475555556	0.084444444	0.466666667	0.307777778	0.4	3	0.799444444	4.3	2.69	0.0	0.520848
10243	2135	2	1	4	5	1	1	1.0	1	2012	7	29	7	19.5	25	1	1	2	9898	2.259444444	0.7094444440000001	0.054722222	0.0	0.687777778	0.095555556	1	0.449166667	3.0	1.61	0.0	0.2832409999999999
10251	2136	1	2	4	3	1	1	1.0	1	2012	7	29	7	18.0	50	1	1	2	2349	0.6333333329999999	0.195277778	0.2475	0.0	0.1025	0.0	0	0.212222222	1.5	0.74	0.0	0.162304
10286	2146	0	6	1	3	1	1	1.0	1	2012	7	29	7	15.5	47	1	1	2	929	0.2325	0.1155555559999999	0.1591666669999999	0.0	0.0436111109999999	0.0	0	0.079722222	1.5	0.19	0.0	0.327526
10321	2156	1	0	1	3	6	5	0.0	1	2012	7	30	1	8.5	8	0	0	0	1132	0.290833333	0.092777778	0.028611111	0.0	0.103888889	0.0	0	0.078888889	0.0	0.19	0.0	0.179577
10341	2159	3	5	3	5	1	1	1.0	1	2012	7	30	1	21.08333333	18	0	1	2	19751	4.435555556000001	1.354166667	0.25	0.366666667	0.0	0.083333333	1	0.718888889	3.9	3.22	0.0	0.355487
10345	2160	0	2	4	5	1	1	1.0	1	2012	7	30	1	11.83333333	38	1	1	2	3082	0.784444444	0.2638888889999999	0.185277778	0.016666667	0.177777778	0.111111111	1	0.199166667	3.0	0.56	0.0	0.531381
10368	2166	0	0	3	3	6	5	0.0	1	2012	7	30	1	13.0	79	1	0	0	1055	0.311666667	0.0991666669999999	0.271666667	0.0	0.034444444	0.0	0	0.1222222219999999	0.0	0.26	0.0	0.0704544999999999
10466	2187	3	1	3	1	1	1	1.0	1	2012	7	31	2	17.5	19	1	0	1	2416	0.545	0.1891666669999999	0.086944444	0.0	0.09	0.0	0	0.0725	1.5	0.32	0.0	0.302682
10468	2189	0	0	3	3	6	5	0.0	1	2012	7	31	2	10.5	78	1	0	0	1425	0.4708333329999999	0.139444444	0.126944444	0.0	0.098055556	0.0	0	0.104444444	0.0	0.31	0.0	0.414894
10469	2189	0	1	3	3	6	5	0.0	1	2012	7	31	2	11.5	78	1	0	0	1425	0.454166667	0.1325	0.0775	0.0	0.136388889	0.0	0	0.1225	0.0	0.33	0.0	0.2630389999999999
10511	2198	0	4	1	3	2	1	1.0	1	2012	7	31	2	18.08333333	43	0	1	1	458	0.156388889	0.066388889	0.095277778	0.0	0.0352777779999999	0.0	0	0.0608333329999999	1.5	0.1	0.0	0.319635
10516	2201	0	1	3	3	6	5	0.0	1	2012	8	1	3	9.916666667	65	1	0	0	1635	0.445555556	0.1722222219999999	0.178888889	0.0	0.1291666669999999	0.0	0	0.153055556	0.0	0.38	0.0	0.203267
10547	2210	1	0	3	1	1	1	1.0	1	2012	8	1	3	9.0	48	1	1	1	12464	2.935	0.922777778	0.2397222219999999	0.45	0.0	0.083333333	1	0.851944444	3.9	2.47	10.5	0.609716
10558	2212	2	0	3	3	1	1	1.0	1	2012	8	1	3	15.5	23	1	0	1	1175	0.2775	0.0891666669999999	0.044166667	0.0	0.083333333	0.0	0	0.076388889	1.5	0.2	0.0	0.261818
10594	2220	0	0	3	3	1	1	1.0	1	2012	8	1	3	14.0	33	1	1	1	1851	0.476666667	0.143333333	0.198333333	0.0	0.163333333	0.0	0	0.170833333	1.5	0.42	0.0	0.356098
10602	2220	4	2	1	3	1	5	0.0	1	2012	8	1	3	16.0	9	1	0	1	1975	0.470555556	0.129444444	0.2166666669999999	0.066666667	0.0	0.0	0	0.1725	0.0	0.41	0.0	0.5571659999999999
10612	2223	0	2	4	3	1	1	1.0	1	2012	8	2	4	15.75	45	1	1	1	622	0.238333333	0.075833333	0.14	0.0	0.05	0.0	0	0.079722222	1.5	0.2	0.0	0.0766551
10634	2228	0	3	4	3	1	1	1.0	1	2012	8	2	4	16.5	49	1	1	1	11428	2.729444444	0.832777778	0.081111111	0.0	0.929722222	0.183333333	2	0.556666667	4.5	1.77	0.0	0.26497
10638	2228	2	3	4	3	1	4	1.0	1	2012	8	2	4	12.83333333	23	0	1	1	2106	0.580833333	0.200833333	0.304166667	0.0	0.061388889	0.0	0	0.113055556	1.5	0.39	0.0	0.0294839999999999
10647	2231	0	1	4	3	1	1	1.0	1	2012	8	2	4	16.5	48	1	1	1	574	0.188611111	0.065555556	0.056388889	0.0	0.060277778	0.0	0	0.061666667	1.5	0.15	0.0	0.166667
10650	2231	3	0	3	1	1	5	0.0	1	2012	8	2	4	17.0	18	1	0	1	15915	3.610833333	1.030555556	0.308333333	0.45	0.0	0.083333333	1	0.7091666670000001	0.0	2.86	0.0	0.447709
10653	2232	0	2	4	3	6	1	1.0	1	2012	8	2	4	0.75	29	0	0	0	15040	3.39	1.073333333	0.182222222	0.1	0.696666667	0.2666666669999999	2	0.520555556	4.5	2.57	0.0	0.221451
10684	2243	3	1	4	3	1	3	0.0	1	2012	8	3	5	16.0	13	0	0	2	3571	0.82	0.240555556	0.155277778	0.0	0.341666667	0.0	0	0.185555556	0.0	0.58	0.0	0.215569
10712	2249	0	3	3	4	1	1	1.0	1	2012	8	3	5	16.75	58	1	1	2	3079	0.81	0.316388889	0.031111111	0.0	0.533333333	0.0	0	0.360277778	1.5	0.88	10.5	0.625289
10755	2259	0	1	4	3	1	1	1.0	1	2012	8	4	6	18.5	22	1	1	1	18120	4.764444444	1.5275	0.175833333	0.65	0.0	0.066666667	1	1.269444444	2.8	5.31	0.0	0.433698
10779	2265	0	2	3	3	6	1	1.0	1	2012	8	4	6	18.5	29	0	1	0	3115	0.796666667	0.314444444	0.126944444	0.0	0.375	0.0	0	0.278055556	1.5	0.65	0.0	0.665335
10786	2266	1	3	1	5	6	1	1.0	1	2012	8	4	6	15.5	32	1	1	0	1274	0.323055556	0.1180555559999999	0.106388889	0.05	0.0	0.0	0	0.1072222219999999	2.4	0.25	10.5	0.829016
10826	2278	2	0	4	3	1	1	1.0	1	2012	8	5	7	8.5	19	1	0	1	3758	0.988055556	0.318888889	0.050833333	0.0	0.220555556	0.0	0	0.181111111	1.5	0.71	0.0	0.1027609999999999
10852	2282	1	1	4	3	4	5	0.0	1	2012	8	5	7	10.91666667	68	0	1	2	1550	0.403611111	0.143888889	0.101944444	0.0	0.083055556	0.0	0	0.072777778	0.0	0.4	0.0	0.0458015
10860	2285	0	0	3	1	6	1	1.0	1	2012	8	5	7	8.0	30	0	1	0	11047	2.573055556	0.805277778	0.2844444439999999	0.0	0.6266666670000001	0.0	0	0.545	1.5	1.59	0.0	0.3205909999999999
10879	2291	0	1	4	3	1	5	0.0	1	2012	8	5	7	13.83333333	61	1	1	1	4271	0.980555556	0.2663888889999999	0.129722222	0.0	0.863888889	0.115833333	1	0.175555556	0.0	0.63	0.0	0.207278
10892	2297	0	0	3	1	6	1	1.0	1	2012	8	6	1	4.516666667	59	0	0	0	4960	1.311944444	0.436666667	0.204166667	0.05	0.183333333	0.283333333	1	0.300277778	3.0	0.9	0.0	0.1100829999999999
10896	2298	0	0	3	3	1	5	0.0	1	2012	8	6	1	9.0	52	1	1	1	19114	5.013055556	1.500833333	0.276111111	0.5166666670000001	0.226111111	0.1166666669999999	1	1.030555556	0.0	4.96	0.0	0.480863
10902	2299	2	0	1	1	1	1	1.0	1	2012	8	6	1	6.0	31	0	0	1	1128	0.43	0.1172222219999999	0.229444444	0.0	0.044166667	0.0	0	0.134722222	1.5	0.4	0.0	0.0701031
10904	2299	3	0	4	4	1	1	1.0	1	2012	8	6	1	7.5	28	0	1	1	8355	2.028333333	0.663333333	0.0886111109999999	0.066666667	0.7222222220000001	0.111111111	1	0.528055556	3.9	1.5	0.0	0.490268
10909	2300	0	1	4	3	1	5	0.0	1	2012	8	6	1	12.5	70	1	1	2	1698	0.4675	0.153333333	0.1866666669999999	0.033333333	0.0	0.0	0	0.125277778	0.0	0.33	0.0	0.166297
10917	2301	4	2	4	3	3	1	1.0	1	2012	8	6	1	18.0	36	1	1	2	1740	0.4633333329999999	0.139166667	0.160555556	0.0	0.111944444	0.0	0	0.146666667	1.5	0.36	0.0	0.208333
10983	2317	1	1	4	1	1	1	1.0	1	2012	8	7	2	16.33333333	41	0	1	2	10986	2.538055556	0.6972222220000001	0.131944444	0.166666667	0.261944444	0.3	2	0.486111111	5.9	1.6	0.0	0.433714
11008	2319	1	1	3	5	6	1	1.0	1	2012	8	7	2	14.75	37	1	1	0	6495	1.5016666669999998	0.492222222	0.291111111	0.133333333	0.0	0.0	0	0.423611111	2.29	1.04	10.5	0.619016
11015	2321	0	1	3	4	1	1	1.0	1	2012	8	7	2	14.0	40	0	1	2	4777	1.1825	0.3525	0.1988888889999999	0.133333333	0.235	0.066666667	1	0.360555556	3.0	0.93	0.0	0.322804
11021	2324	0	1	4	5	1	5	0.0	1	2012	8	7	2	10.33333333	89	0	1	1	1379	0.345555556	0.147777778	0.291111111	0.0	0.065833333	0.0	0	0.1011111109999999	0.0	0.3	0.0	0.00274725
11024	2325	0	0	3	1	1	1	1.0	1	2012	8	7	2	8.833333332999999	41	1	1	2	6815	1.743333333	0.570555556	0.353888889	0.283333333	0.0	0.0	0	0.605555556	3.3	1.45	10.5	0.666972
11025	2325	0	1	3	4	1	1	1.0	1	2012	8	7	2	13.33333333	41	1	1	2	4931	1.097777778	0.3291666669999999	0.145833333	0.0	0.591666667	0.0	0	0.315555556	1.5	0.89	10.5	0.259683
11031	2326	2	2	4	3	1	1	1.0	1	2012	8	8	3	20.0	25	1	1	2	2693	0.7616666670000001	0.230555556	0.2375	0.0	0.226666667	0.0	0	0.166388889	1.5	0.54	0.0	0.0918197
11046	2329	3	0	4	3	2	1	1.0	1	2012	8	8	3	11.5	46	0	1	1	1744	0.4633333329999999	0.183055556	0.223055556	0.033333333	0.0	0.0	0	0.109444444	1.5	0.31	0.0	0.203046
11051	2331	1	0	1	3	1	1	1.0	1	2012	8	8	3	15.5	45	0	1	1	3967	0.958333333	0.306388889	0.2844444439999999	0.0	0.183333333	0.0	0	0.224166667	1.5	0.74	0.0	0.260223
11064	2334	2	1	1	5	6	5	0.0	1	2012	8	8	3	13.83333333	8	1	0	0	79	0.176388889	0.102777778	0.151944444	0.0	0.027777778	0.0	0	0.0194444439999999	0.0	0.04	0.0	0.128571
11067	2335	0	1	1	5	6	5	0.0	1	2012	8	8	3	14.33333333	36	0	1	0	1267	0.33	0.097222222	0.0847222219999999	0.0	0.140277778	0.0	0	0.1155555559999999	0.0	0.31	0.0	0.09375
11078	2336	1	4	4	1	1	1	1.0	1	2012	8	8	3	12.16666667	45	0	1	2	5399	1.228055556	0.314166667	0.187222222	0.0	0.4119444439999999	0.0	0	0.241111111	1.5	0.82	0.0	0.1428569999999999
11080	2336	1	6	4	1	1	1	1.0	1	2012	8	8	3	17.85	45	0	1	2	3703	0.923611111	0.302222222	0.138611111	0.0	0.371111111	0.0	0	0.218333333	1.5	0.62	0.0	0.276081
11092	2340	0	2	3	4	6	1	1.0	1	2012	8	8	3	18.0	40	1	1	0	4834	1.2925	0.4352777779999999	0.213611111	0.25	0.0	0.1	1	0.400277778	2.9	1.08	0.0	0.603747
11151	2354	0	0	3	1	2	1	1.0	1	2012	8	10	5	8.25	35	1	0	2	2784	0.696666667	0.295555556	0.115	0.0	0.3725	0.0	0	0.238888889	1.5	0.6	0.0	0.623256
11162	2357	0	4	1	3	1	5	0.0	1	2012	8	10	5	16.01666667	69	0	1	1	842	0.297222222	0.091388889	0.085833333	0.0	0.068888889	0.0	0	0.047777778	0.0	0.16	0.0	0.209302
11167	2358	0	0	4	3	6	1	1.0	1	2012	8	10	5	22.5	41	1	1	0	10177	2.506111111	0.903333333	0.195	0.4	0.09	0.2666666669999999	2	0.6880555559999999	3.9	1.75	0.0	0.600727
11171	2359	1	1	3	3	6	5	0.0	1	2012	8	10	5	15.75	6	0	0	0	744	0.171111111	0.0461111109999999	0.0258333329999999	0.0	0.0675	0.0	0	0.0475	0.0	0.11	0.0	0.28655
11209	2368	0	2	3	3	6	1	1.0	1	2012	8	11	6	16.5	28	1	0	0	3381	0.805	0.2275	0.039722222	0.0	0.373055556	0.0	0	0.3	1.5	0.8	0.0	0.401852
11225	2371	2	1	4	3	1	4	1.0	1	2012	8	11	6	9.5	19	1	0	1	8213	1.877222222	0.488055556	0.121111111	0.0	0.621388889	0.138611111	1	0.4508333329999999	3.0	1.36	0.0	0.593962
11250	2377	0	2	1	5	6	5	0.0	1	2012	8	12	7	14.0	75	1	0	0	577	0.17	0.120277778	0.109722222	0.016666667	0.0	0.0	0	0.181666667	0.0	0.35	0.0	0.507645
11302	2388	0	1	3	3	6	5	0.0	1	2012	8	13	1	11.66666667	66	0	1	0	1307	0.342777778	0.113611111	0.188055556	0.0	0.066666667	0.0	0	0.111944444	0.0	0.24	0.0	0.2084369999999999
11333	2393	0	1	3	4	1	1	1.0	1	2012	8	13	1	12.0	26	0	1	1	8774	2.103055556	0.7175	0.1566666669999999	0.2166666669999999	0.316666667	0.1	1	0.7144444440000001	3.9	1.75	10.5	0.6551319999999999
11341	2395	1	0	1	3	6	1	1.0	1	2012	8	13	1	3.5	22	0	0	0	614	0.165555556	0.051388889	0.1011111109999999	0.0	0.023888889	0.0	0	0.0433333329999999	1.5	0.11	0.0	0.0384615
11371	2402	2	3	4	5	1	5	0.0	1	2012	8	13	1	14.66666667	5	1	0	2	3008	0.786388889	0.248611111	0.253888889	0.066666667	0.0	0.0	0	0.219722222	0.0	0.6	0.0	0.189633
11372	2402	2	4	4	3	1	5	0.0	1	2012	8	13	1	16.5	5	1	0	2	592	0.345	0.106944444	0.227222222	0.0	0.0625	0.0	0	0.131666667	0.0	0.3	0.0	0.128692
11393	2407	1	0	1	3	6	3	0.0	1	2012	8	14	2	8.0	14	1	0	0	215	0.05	0.059166667	0.0352777779999999	0.0	0.02	0.0	0	0.0725	0.0	0.16	0.0	0.386973
11397	2407	2	2	3	3	6	5	0.0	1	2012	8	14	2	10.0	5	0	0	0	4092	0.970555556	0.280555556	0.249444444	0.1166666669999999	0.0	0.0	0	0.266111111	0.0	0.7	0.0	0.3496869999999999
11431	2418	0	2	4	3	1	5	0.0	1	2012	8	15	3	11.83333333	80	1	1	2	927	0.293333333	0.125833333	0.031111111	0.0	0.093333333	0.0	0	0.085	0.0	0.22	0.0	0.156863
11447	2421	2	1	4	5	2	5	0.0	1	2012	8	15	3	17.5	11	0	0	1	5835	1.466944444	0.431388889	0.042222222	0.0	0.655555556	0.0777777779999999	1	0.3775	0.0	0.95	0.0	0.300221
